,Govt ID #,Issuer/Government Name,County,Government Type,Year,variable,value
48,246-002-10,Northeast Round Rock Road District 1,Williamson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
49,212-RMA,Northeast Texas Regional Mobility Auth,Smith-Gregg,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
50,101-258-05,Northgate Crossing Road UD,Harris,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,6369996.95
51,227-208-10,Northwest Travis County Road District 3,Travis,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,4680000.0
52,247-208-10,Oak Hills Development Road District,Wilson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
53,133-204-10,Oakridge Road District,Kerr,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
54,105-202-10,Pioneer Trail Road District 1,Hays,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
55,247-207-10,President’s Park Road District,Wilson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
56,191-201-09,Randall County Noxious Weed Dist,Randall,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
57,192-203-10,Reagan County Road District,Reagan,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
58,108-000-OT,Rio Grande Valley Pollution Control Authority,Hidalgo,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
59,187-000-OT,Sam Rayburn Municipal Power Agency,Polk +,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
60,170-201-10,South Montgomery County Road District 1,Montgomery,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
61,246-000-10,Southeast Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
62,227-000-10,Southwest Travis County Road District 1,Travis,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
63,246-001-10,Southwest Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,2545000.0
64,133-207-10,Spring Creek Ranch Road District,Kerr,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
65,105-201-10,Springlake Road District 1,Hays,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
66,217-201-10,Stonewall Road District,Stonewall,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
67,011-201-10,Stony Point Road District,Bastrop,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,230000.0
68,133-205-10,Summerhill/Ball Drive Road District,Kerr,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
69,019-OT,Texamericas Center,Bowie,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
70,021-OT,Texas Municipal Power Agency,Brazos +,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
71,021-OTcp,Texas Municipal Power Agency-Commercial Paper,Brazos +,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
72,170-002-09,Town Center ID,Montgomery,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
73,188-201-10,Valle de Oro Road District,Potter,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
74,237-000-10,Waller County FM,Waller,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
75,188-202-10,Walnut Hills Road District,Potter,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
76,133-201-10,West Creek Road District,Kerr,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
77,152-OT,West Texas Municipal Power Agency,Lubbock,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
78,247-204-10,Wilson County Park Road District,Wilson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
79,248-203-10,Winkler County Road District,Winkler,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
80,170-208-05,Woodlands Road UD 1 The,Montgomery,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,58420000.0
81,247-211-10,Woodvalley Acres Road District,Wilson,OSD,2006,Tax-Supported Debt Principal Outstanding as of 8/31/06 ,0.0
82,221-OT,Abilene-Taylor County Events Venue District,Taylor,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
83,015-RMA,Alamo Regional Mobility Auth,Bexar,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
84,188-OT,Amarillo-Potter Events Venue District,Potter,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,4996906.25
85,246-201-10,Avery Ranch Road District 1,Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,8643741.25
86,015-201-12,Bexar County Road and Flood District,Bexar,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
87,247-205-10,Blackjack Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
88,021-000-OT,Bryan Higher Education Authority,Brazos,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
89,105-203-10,Burnett Ranch Road District,Hays,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
90,031-RMA,Cameron County Regional Mobility Auth,Cameron,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
91,227-RMA,Central Texas Regional Mobility Auth,Travis-Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
92,247-202-10,CLPP Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
93,048-201-10,Concho County Lateral Road District,Concho,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
94,247-210-10,Country Acres Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
95,057-OT,Dallas Area Rapid Transit,Dallas,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
96,057-OTcp,Dallas Area Rapid Transit-Commercial Paper,Dallas,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
97,059-201-09,Deaf Smith County Noxious Weed Dist,Deaf Smith,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
98,061-201-05,Denton County Road UD 1,Denton,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,5104791.88
99,066-201-33,Duval County Vocational District,Duval,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
100,101-001-09,East Aldine Management District,Harris,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
101,170-001-09,East Montgomery County ID,Montgomery,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
102,079-203-10,Fort Bend Parkway Road District,Fort Bend,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,136537.52
103,129-201-09,Fox Hollow Public ID 1,Kaufman,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
104,084-201-12,Galveston County Road and Flood District,Galveston,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
105,246-201-09,Georgetown Village PID 1,Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
106,091-RMA,Grayson County Regional Mobility Auth,Grayson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
107,095-201-09,Hale County Noxious Weed Control Dist,Hale,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
108,101-201-33,Harris County Department of Education,Harris,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
109,247-209-10,HELROBQ Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
110,133-202-10,Heritage Park Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
111,108-RMA,Hidalgo County Regional Mobility Auth,Hidalgo,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
112,108-203-10,Hidalgo County Road District 5,Hidalgo,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
113,111-201-45,Hood County Library District,Hood,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
114,015-002-OT,Housing Authority of Bexar County,Bexar,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
115,091-OT,Housing Authority of the City of Denison,Grayson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
116,220-OT,Housing Authority of the City of Fort Worth,Tarrant,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
117,226-OT,Housing Authority of the City of San Angelo,Tom Green,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
118,015-001-OT,Housing Authority of the City of San Antonio,Bexar,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
119,227-OT,Housing Authority of Travis County,Travis,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
120,133-203-10,Ingram Hills Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
121,118-203-10,Irion County Road District,Irion,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
122,133-206-10,Kerrville South Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
123,247-206-10,Kothman Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
124,133-208-10,Lake Ingram Estates Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,311715.0
125,150-201-10,Llano County Road District 1,Llano,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
126,101-OTcp,Metropolitan Transit Auth of Harris Co-Commercial Paper,Harris,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
127,174-202-10,Nacogdoches County Road District 3,Nacogdoches,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
128,057-001-OT,North Texas Tollway Authority,Dallas,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
129,057-001-OTcp,North Texas Tollway Authority-Commercial Paper,Dallas,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
130,246-002-10,Northeast Round Rock Road District 1,Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
131,212-RMA,Northeast Texas Regional Mobility Auth,Smith-Gregg,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
132,101-258-05,Northgate Crossing Road UD,Harris,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,4601988.675
133,227-208-10,Northwest Travis County Road District 3,Travis,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,843478.125
134,247-208-10,Oak Hills Development Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
135,133-204-10,Oakridge Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
136,105-202-10,Pioneer Trail Road District 1,Hays,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
137,247-207-10,President’s Park Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
138,191-201-09,Randall County Noxious Weed Dist,Randall,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
139,192-203-10,Reagan County Road District,Reagan,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
140,108-000-OT,Rio Grande Valley Pollution Control Authority,Hidalgo,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
141,187-000-OT,Sam Rayburn Municipal Power Agency,Polk +,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
142,170-201-10,South Montgomery County Road District 1,Montgomery,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
143,246-000-10,Southeast Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
144,227-000-10,Southwest Travis County Road District 1,Travis,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
145,246-001-10,Southwest Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,306012.5
146,133-207-10,Spring Creek Ranch Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
147,105-201-10,Springlake Road District 1,Hays,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
148,217-201-10,Stonewall Road District,Stonewall,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
149,011-201-10,Stony Point Road District,Bastrop,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,90000.0
150,133-205-10,Summerhill/Ball Drive Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
151,019-OT,Texamericas Center,Bowie,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
152,021-OT,Texas Municipal Power Agency,Brazos +,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
153,021-OTcp,Texas Municipal Power Agency-Commercial Paper,Brazos +,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
154,170-002-09,Town Center ID,Montgomery,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
155,188-201-10,Valle de Oro Road District,Potter,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
156,237-000-10,Waller County FM,Waller,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
157,188-202-10,Walnut Hills Road District,Potter,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
158,133-201-10,West Creek Road District,Kerr,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
159,152-OT,West Texas Municipal Power Agency,Lubbock,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
160,247-204-10,Wilson County Park Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
161,248-203-10,Winkler County Road District,Winkler,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
162,170-208-05,Woodlands Road UD 1 The,Montgomery,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,25737201.5625
163,247-211-10,Woodvalley Acres Road District,Wilson,OSD,2006,Tax-Supported Debt Interest Outstanding as of 8/31/06 ,0.0
164,221-OT,Abilene-Taylor County Events Venue District,Taylor,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
165,015-RMA,Alamo Regional Mobility Auth,Bexar,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
166,188-OT,Amarillo-Potter Events Venue District,Potter,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,11421906.25
167,246-201-10,Avery Ranch Road District 1,Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,24698741.25
168,015-201-12,Bexar County Road and Flood District,Bexar,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
169,247-205-10,Blackjack Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
170,021-000-OT,Bryan Higher Education Authority,Brazos,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
171,105-203-10,Burnett Ranch Road District,Hays,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
172,031-RMA,Cameron County Regional Mobility Auth,Cameron,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
173,227-RMA,Central Texas Regional Mobility Auth,Travis-Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
174,247-202-10,CLPP Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
175,048-201-10,Concho County Lateral Road District,Concho,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
176,247-210-10,Country Acres Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
177,057-OT,Dallas Area Rapid Transit,Dallas,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
178,057-OTcp,Dallas Area Rapid Transit-Commercial Paper,Dallas,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
179,059-201-09,Deaf Smith County Noxious Weed Dist,Deaf Smith,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
180,061-201-05,Denton County Road UD 1,Denton,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,23634791.88
181,066-201-33,Duval County Vocational District,Duval,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
182,101-001-09,East Aldine Management District,Harris,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
183,170-001-09,East Montgomery County ID,Montgomery,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
184,079-203-10,Fort Bend Parkway Road District,Fort Bend,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,746537.52
185,129-201-09,Fox Hollow Public ID 1,Kaufman,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
186,084-201-12,Galveston County Road and Flood District,Galveston,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
187,246-201-09,Georgetown Village PID 1,Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
188,091-RMA,Grayson County Regional Mobility Auth,Grayson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
189,095-201-09,Hale County Noxious Weed Control Dist,Hale,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
190,101-201-33,Harris County Department of Education,Harris,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
191,247-209-10,HELROBQ Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
192,133-202-10,Heritage Park Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
193,108-RMA,Hidalgo County Regional Mobility Auth,Hidalgo,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
194,108-203-10,Hidalgo County Road District 5,Hidalgo,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
195,111-201-45,Hood County Library District,Hood,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
196,015-002-OT,Housing Authority of Bexar County,Bexar,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
197,091-OT,Housing Authority of the City of Denison,Grayson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
198,220-OT,Housing Authority of the City of Fort Worth,Tarrant,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
199,226-OT,Housing Authority of the City of San Angelo,Tom Green,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
200,015-001-OT,Housing Authority of the City of San Antonio,Bexar,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
201,227-OT,Housing Authority of Travis County,Travis,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
202,133-203-10,Ingram Hills Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
203,118-203-10,Irion County Road District,Irion,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
204,133-206-10,Kerrville South Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
205,247-206-10,Kothman Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
206,133-208-10,Lake Ingram Estates Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,528715.0
207,150-201-10,Llano County Road District 1,Llano,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
208,101-OTcp,Metropolitan Transit Auth of Harris Co-Commercial Paper,Harris,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
209,174-202-10,Nacogdoches County Road District 3,Nacogdoches,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
210,057-001-OT,North Texas Tollway Authority,Dallas,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
211,057-001-OTcp,North Texas Tollway Authority-Commercial Paper,Dallas,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
212,246-002-10,Northeast Round Rock Road District 1,Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
213,212-RMA,Northeast Texas Regional Mobility Auth,Smith-Gregg,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
214,101-258-05,Northgate Crossing Road UD,Harris,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,10971985.625
215,227-208-10,Northwest Travis County Road District 3,Travis,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,5523478.125
216,247-208-10,Oak Hills Development Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
217,133-204-10,Oakridge Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
218,105-202-10,Pioneer Trail Road District 1,Hays,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
219,247-207-10,President’s Park Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
220,191-201-09,Randall County Noxious Weed Dist,Randall,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
221,192-203-10,Reagan County Road District,Reagan,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
222,108-000-OT,Rio Grande Valley Pollution Control Authority,Hidalgo,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
223,187-000-OT,Sam Rayburn Municipal Power Agency,Polk +,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
224,170-201-10,South Montgomery County Road District 1,Montgomery,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
225,246-000-10,Southeast Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
226,227-000-10,Southwest Travis County Road District 1,Travis,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
227,246-001-10,Southwest Williamson County Road District 1,Williamson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,2851012.5
228,133-207-10,Spring Creek Ranch Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
229,105-201-10,Springlake Road District 1,Hays,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
230,217-201-10,Stonewall Road District,Stonewall,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
231,011-201-10,Stony Point Road District,Bastrop,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,320000.0
232,133-205-10,Summerhill/Ball Drive Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
233,019-OT,Texamericas Center,Bowie,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
234,021-OT,Texas Municipal Power Agency,Brazos +,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
235,021-OTcp,Texas Municipal Power Agency-Commercial Paper,Brazos +,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
236,170-002-09,Town Center ID,Montgomery,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
237,188-201-10,Valle de Oro Road District,Potter,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
238,237-000-10,Waller County FM,Waller,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
239,188-202-10,Walnut Hills Road District,Potter,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
240,133-201-10,West Creek Road District,Kerr,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
241,152-OT,West Texas Municipal Power Agency,Lubbock,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
242,247-204-10,Wilson County Park Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
243,248-203-10,Winkler County Road District,Winkler,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
244,170-208-05,Woodlands Road UD 1 The,Montgomery,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,84157201.5625
245,247-211-10,Woodvalley Acres Road District,Wilson,OSD,2006,Tax-Supported Debt Service Outstanding as of 8/31/06 ,0.0
246,221-OT,Abilene-Taylor County Events Venue District,Taylor,OSD,2006,2005 M&O Tax Rate ,0.0
247,015-RMA,Alamo Regional Mobility Auth,Bexar,OSD,2006,2005 M&O Tax Rate ,0.0
248,188-OT,Amarillo-Potter Events Venue District,Potter,OSD,2006,2005 M&O Tax Rate ,0.0
249,246-201-10,Avery Ranch Road District 1,Williamson,OSD,2006,2005 M&O Tax Rate ,0.275
250,015-201-12,Bexar County Road and Flood District,Bexar,OSD,2006,2005 M&O Tax Rate ,0.0
251,247-205-10,Blackjack Road District,Wilson,OSD,2006,2005 M&O Tax Rate ,0.0
252,021-000-OT,Bryan Higher Education Authority,Brazos,OSD,2006,2005 M&O Tax Rate ,0.0
253,105-203-10,Burnett Ranch Road District,Hays,OSD,2006,2005 M&O Tax Rate ,0.0
254,031-RMA,Cameron County Regional Mobility Auth,Cameron,OSD,2006,2005 M&O Tax Rate ,0.0
255,227-RMA,Central Texas Regional Mobility Auth,Travis-Williamson,OSD,2006,2005 M&O Tax Rate ,0.0
256,247-202-10,CLPP Road District,Wilson,OSD,2006,2005 M&O Tax Rate ,0.0
257,048-201-10,Concho County Lateral Road District,Concho,OSD,2006,2005 M&O Tax Rate ,0.09172
258,247-210-10,Country Acres Road District,Wilson,OSD,2006,2005 M&O Tax Rate ,0.0
259,057-OT,Dallas Area Rapid Transit,Dallas,OSD,2006,2005 M&O Tax Rate ,0.0
260,057-OTcp,Dallas Area Rapid Transit-Commercial Paper,Dallas,OSD,2006,2005 M&O Tax Rate ,0.0
261,059-201-09,Deaf Smith County Noxious Weed Dist,Deaf Smith,OSD,2006,2005 M&O Tax Rate ,0.02
262,061-201-05,Denton County Road UD 1,Denton,OSD,2006,2005 M&O Tax Rate ,0.06
